valid_name,region,subgroup,group
Acanthemblemaria hancocki,Ecuador,Actinopterygii,Actinopterygii
Acanthocybium solandri,Ecuador,Actinopterygii,Actinopterygii
Acanthurus nigricans,Ecuador,Actinopterygii,Actinopterygii
Acanthurus triostegus,Ecuador,Actinopterygii,Actinopterygii
Acanthurus xanthopterus,Ecuador,Actinopterygii,Actinopterygii
Achirus declivis,Ecuador,Actinopterygii,Actinopterygii
Achirus klunzingeri,Ecuador,Actinopterygii,Actinopterygii
Achirus mazatlanus,Ecuador,Actinopterygii,Actinopterygii
Achirus scutum,Ecuador,Actinopterygii,Actinopterygii
Albula esuncula,Ecuador,Actinopterygii,Actinopterygii
Albula pacifica,Ecuador,Actinopterygii,Actinopterygii
Alectis ciliaris,Ecuador,Actinopterygii,Actinopterygii
Alepocephalus owstoni,Ecuador,Actinopterygii,Actinopterygii
Alphestes afer,Ecuador,Actinopterygii,Actinopterygii
Alphestes immaculatus,Ecuador,Actinopterygii,Actinopterygii
Alphestes multiguttatus,Ecuador,Actinopterygii,Actinopterygii
Aluterus scriptus,Ecuador,Actinopterygii,Actinopterygii
Ammodytoides gilli,Ecuador,Actinopterygii,Actinopterygii
Anarchias galapagensis,Ecuador,Actinopterygii,Actinopterygii
Anchoa argentivittata,Ecuador,Actinopterygii,Actinopterygii
Anchoa eigenmannia,Ecuador,Actinopterygii,Actinopterygii
Anchoa exigua,Ecuador,Actinopterygii,Actinopterygii
Anchoa ischana,Ecuador,Actinopterygii,Actinopterygii
Anchoa lucida,Ecuador,Actinopterygii,Actinopterygii
Anchoa nasus,Ecuador,Actinopterygii,Actinopterygii
Anchoa spinifer,Ecuador,Actinopterygii,Actinopterygii
Anchoa starksi,Ecuador,Actinopterygii,Actinopterygii
Anchoa walkeri,Ecuador,Actinopterygii,Actinopterygii
Anchovia clupeoides,Ecuador,Actinopterygii,Actinopterygii
Anchovia macrolepidota,Ecuador,Actinopterygii,Actinopterygii
Anguilla marmorata,Ecuador,Actinopterygii,Actinopterygii
Anisotremus caesius,Ecuador,Actinopterygii,Actinopterygii
Anisotremus interruptus,Ecuador,Actinopterygii,Actinopterygii
Anisotremus scapularis,Ecuador,Actinopterygii,Actinopterygii
Anisotremus surinamensis,Ecuador,Actinopterygii,Actinopterygii
Anisotremus taeniatus,Ecuador,Actinopterygii,Actinopterygii
Antennatus sanguineus,Ecuador,Actinopterygii,Actinopterygii
Antennatus strigatus,Ecuador,Actinopterygii,Actinopterygii
Anthias noeli,Ecuador,Actinopterygii,Actinopterygii
Apogon atradorsatus,Ecuador,Actinopterygii,Actinopterygii
Apogon atricaudus,Ecuador,Actinopterygii,Actinopterygii
Apogon dovii,Ecuador,Actinopterygii,Actinopterygii
Apogon guadalupensis,Ecuador,Actinopterygii,Actinopterygii
Apogon pacificus,Ecuador,Actinopterygii,Actinopterygii
Apterichtus equatorialis,Ecuador,Actinopterygii,Actinopterygii
Archosargus pourtalesii,Ecuador,Actinopterygii,Actinopterygii
Arcos decoris,Ecuador,Actinopterygii,Actinopterygii
Arcos poecilophthalmos,Ecuador,Actinopterygii,Actinopterygii
Arcos rhodospilus,Ecuador,Actinopterygii,Actinopterygii
Argentina aliceae,Ecuador,Actinopterygii,Actinopterygii
Argyropelecus aculeatus,Ecuador,Actinopterygii,Actinopterygii
Argyropelecus affinis,Ecuador,Actinopterygii,Actinopterygii
Argyropelecus lychnus,Ecuador,Actinopterygii,Actinopterygii
Argyropelecus olfersii,Ecuador,Actinopterygii,Actinopterygii
Argyropelecus sladeni,Ecuador,Actinopterygii,Actinopterygii
Ariopsis seemanni,Ecuador,Actinopterygii,Actinopterygii
Ariosoma gilberti,Ecuador,Actinopterygii,Actinopterygii
Ariosoma prorigerum,Ecuador,Actinopterygii,Actinopterygii
Arothron hispidus,Ecuador,Actinopterygii,Actinopterygii
Arothron meleagris,Ecuador,Actinopterygii,Actinopterygii
Aseraggodes herrei,Ecuador,Actinopterygii,Actinopterygii
Astronesthes boulengeri,Ecuador,Actinopterygii,Actinopterygii
Astronesthes lampara,Ecuador,Actinopterygii,Actinopterygii
Astronesthes martensii,Ecuador,Actinopterygii,Actinopterygii
Astroscopus zephyreus,Ecuador,Actinopterygii,Actinopterygii
Atherinella nesiotes,Ecuador,Actinopterygii,Actinopterygii
Atherinella nocturna,Ecuador,Actinopterygii,Actinopterygii
Atherinella serrivomer,Ecuador,Actinopterygii,Actinopterygii
Atherinella starksi,Ecuador,Actinopterygii,Actinopterygii
Aulopus bajacali,Ecuador,Actinopterygii,Actinopterygii
Aulostomus chinensis,Ecuador,Actinopterygii,Actinopterygii
Auxis brachydorax,Ecuador,Actinopterygii,Actinopterygii
Auxis eudorax,Ecuador,Actinopterygii,Actinopterygii
Awaous banana,Ecuador,Actinopterygii,Actinopterygii
Azurina eupalama,Ecuador,Actinopterygii,Actinopterygii
Bagre bagre,Ecuador,Actinopterygii,Actinopterygii
Bagre panamensis,Ecuador,Actinopterygii,Actinopterygii
Bairdiella ensifera,Ecuador,Actinopterygii,Actinopterygii
Bairdiella sanctaeluciae,Ecuador,Actinopterygii,Actinopterygii
Balistes polylepis,Ecuador,Actinopterygii,Actinopterygii
Bascanichthys cylindricus,Ecuador,Actinopterygii,Actinopterygii
Bathygobius andrei,Ecuador,Actinopterygii,Actinopterygii
Bathygobius lineatus,Ecuador,Actinopterygii,Actinopterygii
Bathygobius ramosus,Ecuador,Actinopterygii,Actinopterygii
Bathygobius soporator,Ecuador,Actinopterygii,Actinopterygii
Bathylagoides nigrigenys,Ecuador,Actinopterygii,Actinopterygii
Bathyonus caudalis,Ecuador,Actinopterygii,Actinopterygii
Bathypterois atricolor,Ecuador,Actinopterygii,Actinopterygii
Bathypterois pectinatus,Ecuador,Actinopterygii,Actinopterygii
Bathypterois phenax,Ecuador,Actinopterygii,Actinopterygii
Batrachoides pacifici,Ecuador,Actinopterygii,Actinopterygii
Bellator farrago,Ecuador,Actinopterygii,Actinopterygii
Bellator gymnostethus,Ecuador,Actinopterygii,Actinopterygii
Bellator loxias,Ecuador,Actinopterygii,Actinopterygii
Benthodesmus tenuis,Ecuador,Actinopterygii,Actinopterygii
Bodianus diplotaenia,Ecuador,Actinopterygii,Actinopterygii
Bodianus eclancheri,Ecuador,Actinopterygii,Actinopterygii
Bolinichthys longipes,Ecuador,Actinopterygii,Actinopterygii
Bollmannia chlamydes,Ecuador,Actinopterygii,Actinopterygii
Bollmannia marginalis,Ecuador,Actinopterygii,Actinopterygii
Bollmannia ocellata,Ecuador,Actinopterygii,Actinopterygii
Bollmannia stigmatura,Ecuador,Actinopterygii,Actinopterygii
Borophryne apogon,Ecuador,Actinopterygii,Actinopterygii
Bothus constellatus,Ecuador,Actinopterygii,Actinopterygii
Bothus leopardinus,Ecuador,Actinopterygii,Actinopterygii
Bothus mancus,Ecuador,Actinopterygii,Actinopterygii
Brama dussumieri,Ecuador,Actinopterygii,Actinopterygii
Brama japonica,Ecuador,Actinopterygii,Actinopterygii
Bregmaceros bathymaster,Ecuador,Actinopterygii,Actinopterygii
Brotula clarkae,Ecuador,Actinopterygii,Actinopterygii
Brotula ordwayi,Ecuador,Actinopterygii,Actinopterygii
Bryx veleronis,Ecuador,Actinopterygii,Actinopterygii
Calamopteryx jeb,Ecuador,Actinopterygii,Actinopterygii
Calamus brachysomus,Ecuador,Actinopterygii,Actinopterygii
Calamus taurinus,Ecuador,Actinopterygii,Actinopterygii
Callechelys galapagensis,Ecuador,Actinopterygii,Actinopterygii
Calotomus carolinus,Ecuador,Actinopterygii,Actinopterygii
Cantherhines dumerilii,Ecuador,Actinopterygii,Actinopterygii
Canthidermis maculata,Ecuador,Actinopterygii,Actinopterygii
Canthigaster amboinensis,Ecuador,Actinopterygii,Actinopterygii
Canthigaster janthinoptera,Ecuador,Actinopterygii,Actinopterygii
Canthigaster punctatissima,Ecuador,Actinopterygii,Actinopterygii
Canthigaster valentini,Ecuador,Actinopterygii,Actinopterygii
Carangoides orthogrammus,Ecuador,Actinopterygii,Actinopterygii
Carangoides otrynter,Ecuador,Actinopterygii,Actinopterygii
Caranx caballus,Ecuador,Actinopterygii,Actinopterygii
Caranx caninus,Ecuador,Actinopterygii,Actinopterygii
Caranx hippos,Ecuador,Actinopterygii,Actinopterygii
Caranx lugubris,Ecuador,Actinopterygii,Actinopterygii
Caranx melampygus,Ecuador,Actinopterygii,Actinopterygii
Caranx ruber,Ecuador,Actinopterygii,Actinopterygii
Caranx sexfasciatus,Ecuador,Actinopterygii,Actinopterygii
Cataetyx rubrirostris,Ecuador,Actinopterygii,Actinopterygii
Cathorops dasycephalus,Ecuador,Actinopterygii,Actinopterygii
Cathorops fuerthii,Ecuador,Actinopterygii,Actinopterygii
Cathorops multiradiatus,Ecuador,Actinopterygii,Actinopterygii
Caulolatilus affinis,Ecuador,Actinopterygii,Actinopterygii
Caulolatilus hubbsi,Ecuador,Actinopterygii,Actinopterygii
Caulolatilus princeps,Ecuador,Actinopterygii,Actinopterygii
Centropomus armatus,Ecuador,Actinopterygii,Actinopterygii
Centropomus nigrescens,Ecuador,Actinopterygii,Actinopterygii
Centropomus robalito,Ecuador,Actinopterygii,Actinopterygii
Centropomus unionensis,Ecuador,Actinopterygii,Actinopterygii
Centropomus viridis,Ecuador,Actinopterygii,Actinopterygii
Cephalopholis panamensis,Ecuador,Actinopterygii,Actinopterygii
Cetengraulis mysticetus,Ecuador,Actinopterygii,Actinopterygii
Chaenomugil proboscideus,Ecuador,Actinopterygii,Actinopterygii
Chaenopsis schmitti,Ecuador,Actinopterygii,Actinopterygii
Chaetodipterus zonatus,Ecuador,Actinopterygii,Actinopterygii
Chaetodon auriga,Ecuador,Actinopterygii,Actinopterygii
Chaetodon humeralis,Ecuador,Actinopterygii,Actinopterygii
Chaetodon kleinii,Ecuador,Actinopterygii,Actinopterygii
Chaetodon lunula,Ecuador,Actinopterygii,Actinopterygii
Chaetodon meyeri,Ecuador,Actinopterygii,Actinopterygii
Chaetodon unimaculatus,Ecuador,Actinopterygii,Actinopterygii
Chanos chanos,Ecuador,Actinopterygii,Actinopterygii
Chauliodus barbatus,Ecuador,Actinopterygii,Actinopterygii
Chauliodus sloani,Ecuador,Actinopterygii,Actinopterygii
Cheilopogon atrisignis,Ecuador,Actinopterygii,Actinopterygii
Cheilopogon cyanopterus,Ecuador,Actinopterygii,Actinopterygii
Cheilopogon dorsomacula,Ecuador,Actinopterygii,Actinopterygii
Cheilopogon furcatus,Ecuador,Actinopterygii,Actinopterygii
Cheilopogon nigricans,Ecuador,Actinopterygii,Actinopterygii
Cheilopogon spilonotopterus,Ecuador,Actinopterygii,Actinopterygii
Cheilopogon xenopterus,Ecuador,Actinopterygii,Actinopterygii
Chiasmodon niger,Ecuador,Actinopterygii,Actinopterygii
Chiasmodon subniger,Ecuador,Actinopterygii,Actinopterygii
Chilara taylori,Ecuador,Actinopterygii,Actinopterygii
Chiloconger dentatus,Ecuador,Actinopterygii,Actinopterygii
Chilomycterus reticulatus,Ecuador,Actinopterygii,Actinopterygii
Chlopsis bicollaris,Ecuador,Actinopterygii,Actinopterygii
Chlorophthalmus mento,Ecuador,Actinopterygii,Actinopterygii
Chloroscombrus orqueta,Ecuador,Actinopterygii,Actinopterygii
Chriolepis tagus,Ecuador,Actinopterygii,Actinopterygii
Chromis alta,Ecuador,Actinopterygii,Actinopterygii
Chromis atrilobata,Ecuador,Actinopterygii,Actinopterygii
Cilus gilberti,Ecuador,Actinopterygii,Actinopterygii
Cirrhitichthys oxycephalus,Ecuador,Actinopterygii,Actinopterygii
Cirrhitus rivulatus,Ecuador,Actinopterygii,Actinopterygii
Citharichthys fragilis,Ecuador,Actinopterygii,Actinopterygii
Citharichthys gilberti,Ecuador,Actinopterygii,Actinopterygii
Citharichthys gnathus,Ecuador,Actinopterygii,Actinopterygii
Citharichthys platophrys,Ecuador,Actinopterygii,Actinopterygii
Citharichthys spilopterus,Ecuador,Actinopterygii,Actinopterygii
Clarkichthys bilineatus,Ecuador,Actinopterygii,Actinopterygii
Coelorinchus canus,Ecuador,Actinopterygii,Actinopterygii
Cololabis adocetus,Ecuador,Actinopterygii,Actinopterygii
Coralliozetus springeri,Ecuador,Actinopterygii,Actinopterygii
Corvula macrops,Ecuador,Actinopterygii,Actinopterygii
Coryphaena equiselis,Ecuador,Actinopterygii,Actinopterygii
Coryphaena hippurus,Ecuador,Actinopterygii,Actinopterygii
Coryphaenoides armatus,Ecuador,Actinopterygii,Actinopterygii
Coryphaenoides boops,Ecuador,Actinopterygii,Actinopterygii
Coryphaenoides bulbiceps,Ecuador,Actinopterygii,Actinopterygii
Coryphaenoides carminifer,Ecuador,Actinopterygii,Actinopterygii
Coryphaenoides delsolari,Ecuador,Actinopterygii,Actinopterygii
Coryphaenoides gypsochilus,Ecuador,Actinopterygii,Actinopterygii
Coryphopterus urospilus,Ecuador,Actinopterygii,Actinopterygii
Cottoclinus canops,Ecuador,Actinopterygii,Actinopterygii
Cratinus agassizii,Ecuador,Actinopterygii,Actinopterygii
Ctenogobius sagittula,Ecuador,Actinopterygii,Actinopterygii
Ctenosciaena peruviana,Ecuador,Actinopterygii,Actinopterygii
Cubiceps pauciradiatus,Ecuador,Actinopterygii,Actinopterygii
Cyclichthys spilostylus,Ecuador,Actinopterygii,Actinopterygii
Cyclopsetta panamensis,Ecuador,Actinopterygii,Actinopterygii
Cyclopsetta querna,Ecuador,Actinopterygii,Actinopterygii
Cyclothone acclinidens,Ecuador,Actinopterygii,Actinopterygii
Cyclothone signata,Ecuador,Actinopterygii,Actinopterygii
Cynoponticus coniceps,Ecuador,Actinopterygii,Actinopterygii
Cynoscion albus,Ecuador,Actinopterygii,Actinopterygii
Cynoscion phoxocephalus,Ecuador,Actinopterygii,Actinopterygii
Cynoscion praedatorius,Ecuador,Actinopterygii,Actinopterygii
Cynoscion xanthulus,Ecuador,Actinopterygii,Actinopterygii
Cypselurus angusticeps,Ecuador,Actinopterygii,Actinopterygii
Cypselurus callopterus,Ecuador,Actinopterygii,Actinopterygii
Dactyloscopus byersi,Ecuador,Actinopterygii,Actinopterygii
Dactyloscopus fimbriatus,Ecuador,Actinopterygii,Actinopterygii
Dactyloscopus lacteus,Ecuador,Actinopterygii,Actinopterygii
Dactyloscopus lunaticus,Ecuador,Actinopterygii,Actinopterygii
Dactyloscopus pectoralis,Ecuador,Actinopterygii,Actinopterygii
Daector dowi,Ecuador,Actinopterygii,Actinopterygii
Dajaus monticola,Ecuador,Actinopterygii,Actinopterygii
Decapterus macarellus,Ecuador,Actinopterygii,Actinopterygii
Decapterus macrosoma,Ecuador,Actinopterygii,Actinopterygii
Decapterus muroadsi,Ecuador,Actinopterygii,Actinopterygii
Decapterus scombrinus,Ecuador,Actinopterygii,Actinopterygii
Deckertichthys aureolus,Ecuador,Actinopterygii,Actinopterygii
Decodon melasma,Ecuador,Actinopterygii,Actinopterygii
Dermatolepis dermatolepis,Ecuador,Actinopterygii,Actinopterygii
Dialommus fuscus,Ecuador,Actinopterygii,Actinopterygii
Dialommus macrocephalus,Ecuador,Actinopterygii,Actinopterygii
Diaphus rafinesquii,Ecuador,Actinopterygii,Actinopterygii
Diapterus brevirostris,Ecuador,Actinopterygii,Actinopterygii
Diapterus peruvianus,Ecuador,Actinopterygii,Actinopterygii
Dibranchus cracens,Ecuador,Actinopterygii,Actinopterygii
Dibranchus discors,Ecuador,Actinopterygii,Actinopterygii
Dibranchus erinaceus,Ecuador,Actinopterygii,Actinopterygii
Dibranchus hystrix,Ecuador,Actinopterygii,Actinopterygii
Dibranchus nudivomer,Ecuador,Actinopterygii,Actinopterygii
Dibranchus spinosus,Ecuador,Actinopterygii,Actinopterygii
Dicrolene filamentosa,Ecuador,Actinopterygii,Actinopterygii
Dicrolene nigra,Ecuador,Actinopterygii,Actinopterygii
Diodon eydouxii,Ecuador,Actinopterygii,Actinopterygii
Diodon holocanthus,Ecuador,Actinopterygii,Actinopterygii
Diodon hystrix,Ecuador,Actinopterygii,Actinopterygii
Diogenichthys laternatus,Ecuador,Actinopterygii,Actinopterygii
Diplacanthopoma jordani,Ecuador,Actinopterygii,Actinopterygii
Diplectrum conceptione,Ecuador,Actinopterygii,Actinopterygii
Diplectrum eumelum,Ecuador,Actinopterygii,Actinopterygii
Diplectrum euryplectrum,Ecuador,Actinopterygii,Actinopterygii
Diplectrum macropoma,Ecuador,Actinopterygii,Actinopterygii
Diplectrum maximum,Ecuador,Actinopterygii,Actinopterygii
Diplectrum pacificum,Ecuador,Actinopterygii,Actinopterygii
Diplectrum rostrum,Ecuador,Actinopterygii,Actinopterygii
Dolopichthys allector,Ecuador,Actinopterygii,Actinopterygii
Dormitator latifrons,Ecuador,Actinopterygii,Actinopterygii
Echeneis naucrates,Ecuador,Actinopterygii,Actinopterygii
Echidna nebulosa,Ecuador,Actinopterygii,Actinopterygii
Echidna nocturna,Ecuador,Actinopterygii,Actinopterygii
Echiodon exsilium,Ecuador,Actinopterygii,Actinopterygii
Ectreposebastes imus,Ecuador,Actinopterygii,Actinopterygii
Ekemblemaria lira,Ecuador,Actinopterygii,Actinopterygii
Ekemblemaria myersi,Ecuador,Actinopterygii,Actinopterygii
Elacatinus puncticulatus,Ecuador,Actinopterygii,Actinopterygii
Elagatis bipinnulata,Ecuador,Actinopterygii,Actinopterygii
Elattarchus archidium,Ecuador,Actinopterygii,Actinopterygii
Eleotrica cableae,Ecuador,Actinopterygii,Actinopterygii
Eleotris picta,Ecuador,Actinopterygii,Actinopterygii
Elops affinis,Ecuador,Actinopterygii,Actinopterygii
Encheliophis vermicularis,Ecuador,Actinopterygii,Actinopterygii
Enchelycore lichenosa,Ecuador,Actinopterygii,Actinopterygii
Enchelycore octaviana,Ecuador,Actinopterygii,Actinopterygii
Engraulis ringens,Ecuador,Actinopterygii,Actinopterygii
Engyophrys sanctilaurentii,Ecuador,Actinopterygii,Actinopterygii
Entomacrodus chiostictus,Ecuador,Actinopterygii,Actinopterygii
Epinephelus analogus,Ecuador,Actinopterygii,Actinopterygii
Epinephelus cifuentesi,Ecuador,Actinopterygii,Actinopterygii
Epinephelus fasciatus,Ecuador,Actinopterygii,Actinopterygii
Epinephelus labriformis,Ecuador,Actinopterygii,Actinopterygii
Etropus crossotus,Ecuador,Actinopterygii,Actinopterygii
Etropus ectenes,Ecuador,Actinopterygii,Actinopterygii
Etrumeus micropus,Ecuador,Actinopterygii,Actinopterygii
Etrumeus teres,Ecuador,Actinopterygii,Actinopterygii
Eucinostomus argenteus,Ecuador,Actinopterygii,Actinopterygii
Eucinostomus currani,Ecuador,Actinopterygii,Actinopterygii
Eucinostomus dowii,Ecuador,Actinopterygii,Actinopterygii
Eucinostomus entomelas,Ecuador,Actinopterygii,Actinopterygii
Eucinostomus gracilis,Ecuador,Actinopterygii,Actinopterygii
Eugerres lineatus,Ecuador,Actinopterygii,Actinopterygii
Euleptorhamphus viridis,Ecuador,Actinopterygii,Actinopterygii
Euthynnus lineatus,Ecuador,Actinopterygii,Actinopterygii
Evermannella ahlstromi,Ecuador,Actinopterygii,Actinopterygii
Evorthodus minutus,Ecuador,Actinopterygii,Actinopterygii
Exocoetus monocirrhus,Ecuador,Actinopterygii,Actinopterygii
Exocoetus obtusirostris,Ecuador,Actinopterygii,Actinopterygii
Exocoetus volitans,Ecuador,Actinopterygii,Actinopterygii
Facciolella equatorialis,Ecuador,Actinopterygii,Actinopterygii
Fistularia commersonii,Ecuador,Actinopterygii,Actinopterygii
Fistularia corneta,Ecuador,Actinopterygii,Actinopterygii
Fistularia petimba,Ecuador,Actinopterygii,Actinopterygii
Fodiator acutus,Ecuador,Actinopterygii,Actinopterygii
Fodiator rostratus,Ecuador,Actinopterygii,Actinopterygii
Forcipiger flavissimus,Ecuador,Actinopterygii,Actinopterygii
Fowlerichthys avalonis,Ecuador,Actinopterygii,Actinopterygii
Gadella filifer,Ecuador,Actinopterygii,Actinopterygii
Gadella thysthlon,Ecuador,Actinopterygii,Actinopterygii
Gempylus serpens,Ecuador,Actinopterygii,Actinopterygii
Genyatremus dovii,Ecuador,Actinopterygii,Actinopterygii
Genyatremus pacifici,Ecuador,Actinopterygii,Actinopterygii
Gerres cinereus,Ecuador,Actinopterygii,Actinopterygii
Gerres simillimus,Ecuador,Actinopterygii,Actinopterygii
Gillellus semicinctus,Ecuador,Actinopterygii,Actinopterygii
Girella freminvillii,Ecuador,Actinopterygii,Actinopterygii
Girella laevifrons,Ecuador,Actinopterygii,Actinopterygii
Gnathanodon speciosus,Ecuador,Actinopterygii,Actinopterygii
Gnathophis cinctus,Ecuador,Actinopterygii,Actinopterygii
Gobiesox adustus,Ecuador,Actinopterygii,Actinopterygii
Gobioides peruanus,Ecuador,Actinopterygii,Actinopterygii
Gobiomorus maculatus,Ecuador,Actinopterygii,Actinopterygii
Gobiomorus polylepis,Ecuador,Actinopterygii,Actinopterygii
Gobionellus liolepis,Ecuador,Actinopterygii,Actinopterygii
Gobionellus microdon,Ecuador,Actinopterygii,Actinopterygii
Gobiosoma nudum,Ecuador,Actinopterygii,Actinopterygii
Gobiosoma paradoxum,Ecuador,Actinopterygii,Actinopterygii
Gonichthys cocco,Ecuador,Actinopterygii,Actinopterygii
Gonichthys tenuiculus,Ecuador,Actinopterygii,Actinopterygii
Gonichthys venetus,Ecuador,Actinopterygii,Actinopterygii
Grammonus diagrammus,Ecuador,Actinopterygii,Actinopterygii
Guentherus altivela,Ecuador,Actinopterygii,Actinopterygii
Gymneleotris seminuda,Ecuador,Actinopterygii,Actinopterygii
Gymnomuraena zebra,Ecuador,Actinopterygii,Actinopterygii
Gymnothorax angusticeps,Ecuador,Actinopterygii,Actinopterygii
Gymnothorax buroensis,Ecuador,Actinopterygii,Actinopterygii
Gymnothorax castaneus,Ecuador,Actinopterygii,Actinopterygii
Gymnothorax dovii,Ecuador,Actinopterygii,Actinopterygii
Gymnothorax equatorialis,Ecuador,Actinopterygii,Actinopterygii
Gymnothorax flavimarginatus,Ecuador,Actinopterygii,Actinopterygii
Gymnothorax javanicus,Ecuador,Actinopterygii,Actinopterygii
Gymnothorax meleagris,Ecuador,Actinopterygii,Actinopterygii
Gymnothorax ocellatus,Ecuador,Actinopterygii,Actinopterygii
Gymnothorax panamensis,Ecuador,Actinopterygii,Actinopterygii
Gymnothorax pictus,Ecuador,Actinopterygii,Actinopterygii
Gymnothorax porphyreus,Ecuador,Actinopterygii,Actinopterygii
Gymnothorax serratidens,Ecuador,Actinopterygii,Actinopterygii
Haemulon maculicauda,Ecuador,Actinopterygii,Actinopterygii
Haemulon parra,Ecuador,Actinopterygii,Actinopterygii
Haemulon scudderii,Ecuador,Actinopterygii,Actinopterygii
Haemulon sexfasciatum,Ecuador,Actinopterygii,Actinopterygii
Haemulon steindachneri,Ecuador,Actinopterygii,Actinopterygii
Haemulopsis axillaris,Ecuador,Actinopterygii,Actinopterygii
Haemulopsis leuciscus,Ecuador,Actinopterygii,Actinopterygii
Haemulopsis nitidus,Ecuador,Actinopterygii,Actinopterygii
Halichoeres adustus,Ecuador,Actinopterygii,Actinopterygii
Halichoeres chierchiae,Ecuador,Actinopterygii,Actinopterygii
Halichoeres dispilus,Ecuador,Actinopterygii,Actinopterygii
Halichoeres melanotis,Ecuador,Actinopterygii,Actinopterygii
Halichoeres nicholsi,Ecuador,Actinopterygii,Actinopterygii
Halichoeres notospilus,Ecuador,Actinopterygii,Actinopterygii
Halichoeres raisneri,Ecuador,Actinopterygii,Actinopterygii
Halosaurus radiatus,Ecuador,Actinopterygii,Actinopterygii
Harengula thrissina,Ecuador,Actinopterygii,Actinopterygii
Hemanthias peruanus,Ecuador,Actinopterygii,Actinopterygii
Hemanthias signifer,Ecuador,Actinopterygii,Actinopterygii
Hemicaranx leucurus,Ecuador,Actinopterygii,Actinopterygii
Hemilutjanus macrophthalmos,Ecuador,Actinopterygii,Actinopterygii
Hemiramphus brasiliensis,Ecuador,Actinopterygii,Actinopterygii
Hemiramphus saltator,Ecuador,Actinopterygii,Actinopterygii
Herpetoichthys fossatus,Ecuador,Actinopterygii,Actinopterygii
Heteristius cinctus,Ecuador,Actinopterygii,Actinopterygii
Heteroconger klausewitzi,Ecuador,Actinopterygii,Actinopterygii
Heteropriacanthus cruentatus,Ecuador,Actinopterygii,Actinopterygii
Hippocampus ingens,Ecuador,Actinopterygii,Actinopterygii
Hippoglossina bollmani,Ecuador,Actinopterygii,Actinopterygii
Hippoglossina tetrophthalma,Ecuador,Actinopterygii,Actinopterygii
Hirundichthys marginatus,Ecuador,Actinopterygii,Actinopterygii
Hirundichthys rondeletii,Ecuador,Actinopterygii,Actinopterygii
Hirundichthys speculiger,Ecuador,Actinopterygii,Actinopterygii
Holacanthus passer,Ecuador,Actinopterygii,Actinopterygii
Holacanthus tricolor,Ecuador,Actinopterygii,Actinopterygii
Holtbyrnia latifrons,Ecuador,Actinopterygii,Actinopterygii
Hoplopagrus guentherii,Ecuador,Actinopterygii,Actinopterygii
Hoplostethus mediterraneus,Ecuador,Actinopterygii,Actinopterygii
Hoplostethus mento,Ecuador,Actinopterygii,Actinopterygii
Hoplostethus pacificus,Ecuador,Actinopterygii,Actinopterygii
Hoplunnis pacifica,Ecuador,Actinopterygii,Actinopterygii
Hygophum reinhardtii,Ecuador,Actinopterygii,Actinopterygii
Hypoplectrus unicolor,Ecuador,Actinopterygii,Actinopterygii
Hyporhamphus gilli,Ecuador,Actinopterygii,Actinopterygii
Hyporhamphus naos,Ecuador,Actinopterygii,Actinopterygii
Hyporhamphus snyderi,Ecuador,Actinopterygii,Actinopterygii
Hyporhamphus unifasciatus,Ecuador,Actinopterygii,Actinopterygii
Hyporthodus acanthistius,Ecuador,Actinopterygii,Actinopterygii
Hyporthodus mystacinus,Ecuador,Actinopterygii,Actinopterygii
Hyporthodus niphobles,Ecuador,Actinopterygii,Actinopterygii
Hypsoblennius brevipinnis,Ecuador,Actinopterygii,Actinopterygii
Hypsoblennius caulopus,Ecuador,Actinopterygii,Actinopterygii
Hypsoblennius paytensis,Ecuador,Actinopterygii,Actinopterygii
Ichthyapus selachops,Ecuador,Actinopterygii,Actinopterygii
Ichthyococcus irregularis,Ecuador,Actinopterygii,Actinopterygii
Idiacanthus antrostomus,Ecuador,Actinopterygii,Actinopterygii
Ilisha fuerthii,Ecuador,Actinopterygii,Actinopterygii
Ilyophis brunneus,Ecuador,Actinopterygii,Actinopterygii
Iniistius pavo,Ecuador,Actinopterygii,Actinopterygii
Ipnops agassizii,Ecuador,Actinopterygii,Actinopterygii
Istiompax indica,Ecuador,Actinopterygii,Actinopterygii
Istiophorus platypterus,Ecuador,Actinopterygii,Actinopterygii
Johnrandallia nigrirostris,Ecuador,Actinopterygii,Actinopterygii
Kajikia audax,Ecuador,Actinopterygii,Actinopterygii
Kali kerberti,Ecuador,Actinopterygii,Actinopterygii
Kali macrodon,Ecuador,Actinopterygii,Actinopterygii
Kathetostoma averruncus,Ecuador,Actinopterygii,Actinopterygii
Katsuwonus pelamis,Ecuador,Actinopterygii,Actinopterygii
Kuhlia mugil,Ecuador,Actinopterygii,Actinopterygii
Kyphosus analogus,Ecuador,Actinopterygii,Actinopterygii
Kyphosus elegans,Ecuador,Actinopterygii,Actinopterygii
Labrisomus dendriticus,Ecuador,Actinopterygii,Actinopterygii
Labrisomus jenkinsi,Ecuador,Actinopterygii,Actinopterygii
Labrisomus multiporosus,Ecuador,Actinopterygii,Actinopterygii
Labrisomus pomaspilus,Ecuador,Actinopterygii,Actinopterygii
Labrisomus xanti,Ecuador,Actinopterygii,Actinopterygii
Laemonema gracillipes,Ecuador,Actinopterygii,Actinopterygii
Lagocephalus lagocephalus,Ecuador,Actinopterygii,Actinopterygii
Lampanyctus hubbsi,Ecuador,Actinopterygii,Actinopterygii
